# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3395663	3396091	+							PAO1OR_RS15505	429		
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3395663	3396091	+	WP_003113492.1	WP_003113492.1		Fis family transcriptional regulator			PAO1OR_RS15505	429	142	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3396095	3396922	-							PAO1OR_RS15510	828		old_locus_tag=PAO1OR3052
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3396095	3396922	-	WP_003147494.1	WP_003147494.1		transposase			PAO1OR_RS15510	828	275	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3396949	3397257	-							PAO1OR_RS15515	309		old_locus_tag=PAO1OR3053
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3396949	3397257	-	WP_003114918.1	WP_003114918.1		hypothetical protein			PAO1OR_RS15515	309	102	
gene	pseudogene	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3397325	3398812	+							PAO1OR_RS15520	1488		partial;pseudo
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3397325	3398812	+							PAO1OR_RS15520	1488		partial;pseudo
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3399577	3399957	-							PAO1OR_RS15525	381		old_locus_tag=PAO1OR3054
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3399577	3399957	-	WP_003114920.1	WP_003114920.1		hypothetical protein			PAO1OR_RS15525	381	126	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3400452	3402656	-							PAO1OR_RS15530	2205		old_locus_tag=PAO1OR3055
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3400452	3402656	-	WP_003114921.1	WP_003114921.1		hydroxylase large subunit			PAO1OR_RS15530	2205	734	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3402653	3403642	-							PAO1OR_RS15535	990		old_locus_tag=PAO1OR3056
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3402653	3403642	-	WP_003102358.1	WP_003102358.1		hydroxylase molybdopterin-containing subunit			PAO1OR_RS15535	990	329	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3403639	3404151	-							PAO1OR_RS15540	513		old_locus_tag=PAO1OR3057
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3403639	3404151	-	WP_003088271.1	WP_003088271.1		ferredoxin			PAO1OR_RS15540	513	170	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3404321	3405616	-							PAO1OR_RS15545	1296		old_locus_tag=PAO1OR3058
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3404321	3405616	-	WP_003114922.1	WP_003114922.1		chemotaxis transducer			PAO1OR_RS15545	1296	431	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3405988	3406284	+							PAO1OR_RS15550	297		old_locus_tag=PAO1OR3059
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3405988	3406284	+	WP_003114923.1	WP_003114923.1		hypothetical protein			PAO1OR_RS15550	297	98	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3406277	3406900	+							PAO1OR_RS15555	624		old_locus_tag=PAO1OR3060
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3406277	3406900	+	WP_003114924.1	WP_003114924.1		alanine acetyltransferase			PAO1OR_RS15555	624	207	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3406962	3409262	-							PAO1OR_RS15560	2301		old_locus_tag=PAO1OR3061
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3406962	3409262	-	WP_003114925.1	WP_003114925.1		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase			PAO1OR_RS15560	2301	766	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3409395	3411665	-							PAO1OR_RS15565	2271		old_locus_tag=PAO1OR3062
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3409395	3411665	-	WP_031627920.1	WP_031627920.1		protein involved in RimO-mediated beta-methylthiolation of ribosomal protein S12 YcaO			PAO1OR_RS15565	2271	756	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3411746	3412072	-							PAO1OR_RS15570	327		old_locus_tag=PAO1OR3063
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3411746	3412072	-	WP_003088238.1	WP_003088238.1		hypothetical protein			PAO1OR_RS15570	327	108	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3412072	3412548	-							PAO1OR_RS15575	477		old_locus_tag=PAO1OR3064
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3412072	3412548	-	WP_003088234.1	WP_003088234.1		hypothetical protein			PAO1OR_RS15575	477	158	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3412545	3416390	-							PAO1OR_RS15580	3846		old_locus_tag=PAO1OR3065
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3412545	3416390	-	WP_003114926.1	WP_003114926.1		cobaltochelatase subunit CobN			PAO1OR_RS15580	3846	1281	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3416390	3418351	-							PAO1OR_RS15585	1962		old_locus_tag=PAO1OR3066
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3416390	3418351	-	WP_003114927.1	WP_003114927.1		TonB-dependent receptor			PAO1OR_RS15585	1962	653	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3418519	3419328	+							PAO1OR_RS15590	810		old_locus_tag=PAO1OR3067
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3418519	3419328	+	WP_003088221.1	WP_003088221.1		hypothetical protein			PAO1OR_RS15590	810	269	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3419486	3421513	+							PAO1OR_RS15595	2028		old_locus_tag=PAO1OR3068
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3419486	3421513	+	WP_003111559.1	WP_003111559.1		anaerobic ribonucleoside triphosphate reductase			PAO1OR_RS15595	2028	675	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3421557	3421703	+							PAO1OR_RS15600	147		
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3421557	3421703	+	WP_003105835.1	WP_003105835.1		oxidoreductase			PAO1OR_RS15600	147	48	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3421700	3422398	+							PAO1OR_RS15605	699		old_locus_tag=PAO1OR3069
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3421700	3422398	+	WP_003114930.1	WP_003114930.1		class III (anaerobic) ribonucleoside-triphosphate reductase activating protein NrdG			PAO1OR_RS15605	699	232	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3422592	3423992	+							PAO1OR_RS15610	1401		old_locus_tag=PAO1OR3070
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3422592	3423992	+	WP_003114931.1	WP_003114931.1		hypothetical protein			PAO1OR_RS15610	1401	466	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3424005	3424352	+							PAO1OR_RS15615	348		old_locus_tag=PAO1OR3071
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3424005	3424352	+	WP_003088200.1	WP_003088200.1		hypothetical protein			PAO1OR_RS15615	348	115	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3424397	3425629	+							PAO1OR_RS15620	1233		old_locus_tag=PAO1OR3072
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3424397	3425629	+	WP_003105845.1	WP_003105845.1		amino acid permease			PAO1OR_RS15620	1233	410	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3425693	3427240	+							PAO1OR_RS15625	1548		old_locus_tag=PAO1OR3073
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3425693	3427240	+	WP_003114932.1	WP_003114932.1		hypothetical protein			PAO1OR_RS15625	1548	515	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3427808	3429034	+							PAO1OR_RS15630	1227		old_locus_tag=PAO1OR3074
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3427808	3429034	+	WP_003112111.1	WP_003112111.1		hypothetical protein			PAO1OR_RS15630	1227	408	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3429141	3429821	+							PAO1OR_RS15635	681		old_locus_tag=PAO1OR3075
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3429141	3429821	+	WP_003114933.1	WP_003114933.1		hypothetical protein			PAO1OR_RS15635	681	226	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3429913	3430419	+							PAO1OR_RS15640	507		old_locus_tag=PAO1OR3076
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3429913	3430419	+	WP_003088185.1	WP_003088185.1		ECF sigma factor FemI			PAO1OR_RS15640	507	168	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3430416	3431366	+							PAO1OR_RS15645	951		old_locus_tag=PAO1OR3077
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3430416	3431366	+	WP_003114934.1	WP_003114934.1		sigma factor regulator FemR			PAO1OR_RS15645	951	316	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3431575	3433989	+							PAO1OR_RS15650	2415		old_locus_tag=PAO1OR3078
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3431575	3433989	+	WP_003114936.1	WP_003114936.1		ferric-mycobactin receptor FemA			PAO1OR_RS15650	2415	804	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3434030	3435181	+							PAO1OR_RS15655	1152		old_locus_tag=PAO1OR3079
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3434030	3435181	+	WP_003088170.1	WP_003088170.1		hypothetical protein			PAO1OR_RS15655	1152	383	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3435178	3435366	+							PAO1OR_RS15660	189		
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3435178	3435366	+	WP_003088166.1	WP_003088166.1		hypothetical protein			PAO1OR_RS15660	189	62	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3435368	3436579	+							PAO1OR_RS15665	1212		old_locus_tag=PAO1OR3080
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3435368	3436579	+	WP_003147483.1	WP_003147483.1		MFS transporter			PAO1OR_RS15665	1212	403	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3436576	3438216	+							PAO1OR_RS15670	1641		old_locus_tag=PAO1OR3081
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3436576	3438216	+	WP_003115906.1	WP_003115906.1		hypothetical protein			PAO1OR_RS15670	1641	546	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3438259	3438795	+							PAO1OR_RS15675	537		old_locus_tag=PAO1OR3082
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3438259	3438795	+	WP_003115078.1	WP_003115078.1		hypothetical protein			PAO1OR_RS15675	537	178	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3438884	3439528	-							PAO1OR_RS15680	645		old_locus_tag=PAO1OR3083
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3438884	3439528	-	WP_003112073.1	WP_003112073.1		pyridoxamine 5'-phosphate oxidase			PAO1OR_RS15680	645	214	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3439554	3440390	-							PAO1OR_RS15685	837		old_locus_tag=PAO1OR3084
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3439554	3440390	-	WP_003093628.1	WP_003093628.1		trans-2,3-dihydro-3-hydroxyanthranilate isomerase			PAO1OR_RS15685	837	278	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3440404	3442287	-							PAO1OR_RS15690	1884		old_locus_tag=PAO1OR3085
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3440404	3442287	-	WP_003118954.1	WP_003118954.1		phenazine biosynthesis protein PhzE			PAO1OR_RS15690	1884	627	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3442284	3442907	-							PAO1OR_RS15695	624		old_locus_tag=PAO1OR3086
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3442284	3442907	-	WP_003093625.1	WP_003093625.1		phenazine biosynthesis protein PhzD			PAO1OR_RS15695	624	207	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3442904	3444121	-							PAO1OR_RS15700	1218		old_locus_tag=PAO1OR3087
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3442904	3444121	-	WP_003093621.1	WP_003093621.1		phenazine biosynthesis protein PhzC			PAO1OR_RS15700	1218	405	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3444145	3444633	-							PAO1OR_RS15705	489		old_locus_tag=PAO1OR3088
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3444145	3444633	-	WP_003115119.1	WP_003115119.1		phenazine biosynthesis protein phzB 2			PAO1OR_RS15705	489	162	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3444669	3445157	-							PAO1OR_RS15710	489		old_locus_tag=PAO1OR3089
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3444669	3445157	-	WP_003117657.1	WP_003117657.1		phenazine biosynthesis protein PhzA 2			PAO1OR_RS15710	489	162	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3445639	3446352	-							PAO1OR_RS15715	714		old_locus_tag=PAO1OR3090
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3445639	3446352	-	WP_003118960.1	WP_003118960.1		quorum-sensing control repressor			PAO1OR_RS15715	714	237	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3447114	3447881	+							PAO1OR_RS15720	768		old_locus_tag=PAO1OR3091
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3447114	3447881	+	WP_003102692.1	WP_003102692.1		hypothetical protein			PAO1OR_RS15720	768	255	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3447887	3449056	+							PAO1OR_RS15725	1170		old_locus_tag=PAO1OR3092
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3447887	3449056	+	WP_003114942.1	WP_003114942.1		hypothetical protein			PAO1OR_RS15725	1170	389	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3449075	3450349	+							PAO1OR_RS15730	1275		old_locus_tag=PAO1OR3093
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3449075	3450349	+	WP_003102695.1	WP_003102695.1		hypothetical protein			PAO1OR_RS15730	1275	424	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3450366	3450989	+							PAO1OR_RS15735	624		old_locus_tag=PAO1OR3094
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3450366	3450989	+	WP_003102697.1	WP_003102697.1		hypothetical protein			PAO1OR_RS15735	624	207	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3451015	3453444	+							PAO1OR_RS15740	2430		old_locus_tag=PAO1OR3095
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3451015	3453444	+	WP_003114943.1	WP_003114943.1		hypothetical protein			PAO1OR_RS15740	2430	809	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3453441	3454178	+							PAO1OR_RS15745	738		old_locus_tag=PAO1OR3096
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3453441	3454178	+	WP_003088145.1	WP_003088145.1		hypothetical protein			PAO1OR_RS15745	738	245	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3454175	3454564	+							PAO1OR_RS15750	390		old_locus_tag=PAO1OR3097
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3454175	3454564	+	WP_003088144.1	WP_003088144.1		hypothetical protein			PAO1OR_RS15750	390	129	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3454653	3455276	+							PAO1OR_RS15755	624		old_locus_tag=PAO1OR3098
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3454653	3455276	+	WP_003088140.1	WP_003088140.1		glutathione S-transferase			PAO1OR_RS15755	624	207	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3455290	3455673	-							PAO1OR_RS15760	384		
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3455290	3455673	-	WP_003102706.1	WP_003102706.1		hypothetical protein			PAO1OR_RS15760	384	127	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3455842	3456129	+							PAO1OR_RS15765	288		
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3455842	3456129	+	WP_003088136.1	WP_003088136.1		hypothetical protein			PAO1OR_RS15765	288	95	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3456503	3457912	+							PAO1OR_RS15770	1410		old_locus_tag=PAO1OR3100
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3456503	3457912	+	WP_003114945.1	WP_003114945.1		hypothetical protein			PAO1OR_RS15770	1410	469	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3457896	3458564	+							PAO1OR_RS15775	669		old_locus_tag=PAO1OR3101
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3457896	3458564	+	WP_003114946.1	WP_003114946.1		hypothetical protein			PAO1OR_RS15775	669	222	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3458568	3460934	-							PAO1OR_RS15780	2367		old_locus_tag=PAO1OR3102
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3458568	3460934	-	WP_003114947.1	WP_003114947.1		DNA polymerase II			PAO1OR_RS15780	2367	788	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3461000	3461533	-							PAO1OR_RS15785	534		old_locus_tag=PAO1OR3103
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3461000	3461533	-	WP_003102722.1	WP_003102722.1		GNAT family N-acetyltransferase			PAO1OR_RS15785	534	177	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3461619	3462170	+							PAO1OR_RS15790	552		old_locus_tag=PAO1OR3104
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3461619	3462170	+	WP_003102727.1	WP_003102727.1		transcriptional regulator			PAO1OR_RS15790	552	183	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3462167	3462565	-							PAO1OR_RS15795	399		old_locus_tag=PAO1OR3105
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3462167	3462565	-	WP_003088123.1	WP_003088123.1		NADH-ubiquinone/plastoquinone oxidoreductase			PAO1OR_RS15795	399	132	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3462578	3462901	-							PAO1OR_RS15800	324		old_locus_tag=PAO1OR3106
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3462578	3462901	-	WP_003102734.1	WP_003102734.1		transporter			PAO1OR_RS15800	324	107	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3463232	3463693	+							PAO1OR_RS15805	462		old_locus_tag=PAO1OR3107
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3463232	3463693	+	WP_003102736.1	WP_003102736.1		oxidoreductase			PAO1OR_RS15805	462	153	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3463698	3465893	+							PAO1OR_RS15810	2196		old_locus_tag=PAO1OR3108
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3463698	3465893	+	WP_003114948.1	WP_003114948.1		oxidoreductase			PAO1OR_RS15810	2196	731	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3466051	3466605	+							PAO1OR_RS15815	555		old_locus_tag=PAO1OR3109
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3466051	3466605	+	WP_003088112.1	WP_003088112.1		transcriptional regulator			PAO1OR_RS15815	555	184	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3466694	3467272	+							PAO1OR_RS15820	579		old_locus_tag=PAO1OR3110
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3466694	3467272	+	WP_003114949.1	WP_003114949.1		HD domain-containing protein			PAO1OR_RS15820	579	192	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3467380	3468567	-							PAO1OR_RS15825	1188		old_locus_tag=PAO1OR3111
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3467380	3468567	-	WP_003102741.1	WP_003102741.1		secretion protein			PAO1OR_RS15825	1188	395	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3468557	3470728	-							PAO1OR_RS15830	2172		old_locus_tag=PAO1OR3112
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3468557	3470728	-	WP_003114950.1	WP_003114950.1		ABC transporter ATP-binding protein/permease			PAO1OR_RS15830	2172	723	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3470718	3471995	-							PAO1OR_RS15835	1278		old_locus_tag=PAO1OR3113
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3470718	3471995	-	WP_003102743.1	WP_003102743.1		hypothetical protein			PAO1OR_RS15835	1278	425	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3471995	3479401	-							PAO1OR_RS15840	7407		old_locus_tag=PAO1OR3114
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3471995	3479401	-	WP_003147473.1	WP_003147473.1		Ig-like domain repeat protein			PAO1OR_RS15840	7407	2468	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3479902	3480924	+							PAO1OR_RS15845	1023		old_locus_tag=PAO1OR3115
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3479902	3480924	+	WP_003113619.1	WP_003113619.1		hypothetical protein			PAO1OR_RS15845	1023	340	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3480985	3481776	+							PAO1OR_RS15850	792		old_locus_tag=PAO1OR3116
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3480985	3481776	+	WP_003106675.1	WP_003106675.1		hypothetical protein			PAO1OR_RS15850	792	263	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3481891	3483147	-							PAO1OR_RS15855	1257		old_locus_tag=PAO1OR3117
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3481891	3483147	-	WP_010895585.1	WP_010895585.1		protease LasA			PAO1OR_RS15855	1257	418	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3483429	3483854	-							PAO1OR_RS15860	426		old_locus_tag=PAO1OR3118
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3483429	3483854	-	WP_003120217.1	WP_003120217.1		hypothetical protein			PAO1OR_RS15860	426	141	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3484137	3484376	-							PAO1OR_RS15865	240		old_locus_tag=PAO1OR3119
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3484137	3484376	-	WP_003106681.1	WP_003106681.1		acyl carrier protein			PAO1OR_RS15865	240	79	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3484544	3486874	-							PAO1OR_RS15870	2331		old_locus_tag=PAO1OR3120
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3484544	3486874	-	WP_003106682.1	WP_003106682.1		type II secretion system protein GspD			PAO1OR_RS15870	2331	776	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3486861	3487388	-							PAO1OR_RS15875	528		old_locus_tag=PAO1OR3121
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3486861	3487388	-	WP_003113617.1	WP_003113617.1		type VI pilus biosynthesis protein			PAO1OR_RS15875	528	175	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3487530	3487739	-							PAO1OR_RS15880	210		old_locus_tag=PAO1OR3122
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	3487530	3487739	-	WP_003088087.1	WP_003088087.1		hypothetical protein			PAO1OR_RS15880	210	69	
