# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2626695	2628938	-	NP_416998.1	WP_000772731.1		cyclic-di-GMP phosphodiesterase, anaerobic	yfgF	946968	b2503	2244	747	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2629290	2629481	+					yfgG	946980	b2504	192		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2629290	2629481	+	NP_416999.1	WP_000076001.1		uncharacterized protein	yfgG	946980	b2504	192	63	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2629792	2630310	+					yfgH	945709	b2505	519		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2629792	2630310	+	NP_417000.1	WP_001295476.1		outer membrane integrity lipoprotein	yfgH	945709	b2505	519	172	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2630326	2630865	+					yfgI	945168	b2506	540		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2630326	2630865	+	NP_417001.1	WP_000755173.1		nalidixic acid resistance protein, putative periplasmic protein	yfgI	945168	b2506	540	179	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2630958	2632535	-					guaA	947334	b2507	1578		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2630958	2632535	-	NP_417002.1	WP_000138270.1		GMP synthetase (glutamine aminotransferase)	guaA	947334	b2507	1578	525	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2632604	2634070	-					guaB	946985	b2508	1467		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2632604	2634070	-	NP_417003.1	WP_001299507.1		IMP dehydrogenase	guaB	946985	b2508	1467	488	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2634232	2635602	+					xseA	946988	b2509	1371		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2634232	2635602	+	NP_417004.1	WP_000937912.1		exonuclease VII, large subunit	xseA	946988	b2509	1371	456	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2635599	2635814	-					yfgJ	946984	b2510	216		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2635599	2635814	-	NP_417005.2	WP_001301158.1		DUF1407 family protein	yfgJ	946984	b2510	216	71	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2635884	2637356	-					der	946983	b2511	1473		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2635884	2637356	-	NP_417006.2	WP_000249410.1		GTPase; multicopy suppressor of ftsJ	der	946983	b2511	1473	490	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2637474	2638652	-					bamB	946982	b2512	1179		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2637474	2638652	-	NP_417007.1	WP_001177052.1		BamABCDE complex OM biogenesis lipoprotein	bamB	946982	b2512	1179	392	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2638663	2639283	-					yfgM	946981	b2513	621		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2638663	2639283	-	NP_417008.1	WP_000409205.1		ancillary SecYEG translocon subunit; putative anti-RcsB factor	yfgM	946981	b2513	621	206	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2639301	2640575	-					hisS	946989	b2514	1275		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2639301	2640575	-	NP_417009.1	WP_001107167.1		histidyl tRNA synthetase	hisS	946989	b2514	1275	424	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2640686	2641804	-					ispG	946991	b2515	1119		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2640686	2641804	-	NP_417010.1	WP_000551807.1		1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	ispG	946991	b2515	1119	372	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2641831	2642844	-					rodZ	946992	b2516	1014		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2641831	2642844	-	NP_417011.1	WP_001090866.1		MreB assembly cytoskeletal protein	rodZ	946992	b2516	1014	337	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2643129	2644283	-					rlmN	946249	b2517	1155		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2643129	2644283	-	NP_417012.1	WP_000003317.1		dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent	rlmN	946249	b2517	1155	384	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2644433	2644864	-					ndk	945611	b2518	432		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2644433	2644864	-	NP_417013.1	WP_000963837.1		multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase	ndk	945611	b2518	432	143	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2645013	2647325	-					pbpC	947152	b2519	2313		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2645013	2647325	-	NP_417014.1	WP_001137675.1		penicillin-insensitive murein repair transglycosylase; inactive transpeptidase domain protein	pbpC	947152	b2519	2313	770	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2647326	2652287	-					yfhM	947302	b2520	4962		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2647326	2652287	-	NP_417015.1	WP_000736312.1		bacterial alpha2-macroglobulin colonization factor ECAM; anti-host protease defense factor; periplasmic inner membrane-anchored lipoprotein	yfhM	947302	b2520	4962	1653	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2652494	2653339	+					sseA	946993	b2521	846		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2652494	2653339	+	NP_417016.4	WP_000108626.1		3-mercaptopyruvate sulfurtransferase	sseA	946993	b2521	846	281	
gene	ncRNA	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2653855	2654158	+					ryfA	2847714	b4440	304		
ncRNA	other	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2653855	2654158	+				novel sRNA, function unknown	ryfA	2847714	b4440	304		
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2654157	2654933	-					sseB	946994	b2522	777		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2654157	2654933	-	NP_417017.4	WP_001295479.1		rhodanase-like enzyme, sulfur transfer from thiosulfate	sseB	946994	b2522	777	258	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2655075	2656358	-					pepB	948766	b2523	1284		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2655075	2656358	-	NP_417018.4	WP_000133592.1		aminopeptidase B	pepB	948766	b2523	1284	427	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2656536	2656736	-					iscX	945196	b2524	201		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2656536	2656736	-	NP_417019.1	WP_000523616.1		Fe(2+) donor and activity modulator for cysteine desulfurase	iscX	945196	b2524	201	66	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2656748	2657083	-					fdx	947160	b2525	336		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2656748	2657083	-	NP_417020.1	WP_001124469.1		[2Fe-2S] ferredoxin	fdx	947160	b2525	336	111	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2657085	2658935	-					hscA	944885	b2526	1851		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2657085	2658935	-	NP_417021.1	WP_001196613.1		DnaK-like molecular chaperone specific for IscU	hscA	944885	b2526	1851	616	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2658952	2659467	-					hscB	946995	b2527	516		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2658952	2659467	-	NP_417022.1	WP_000384413.1		HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB	hscB	946995	b2527	516	171	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2659563	2659886	-					iscA	946999	b2528	324		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2659563	2659886	-	NP_417023.1	WP_000028953.1		FeS cluster assembly protein	iscA	946999	b2528	324	107	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2659903	2660289	-					iscU	947002	b2529	387		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2659903	2660289	-	NP_417024.1	WP_000331707.1		iron-sulfur cluster assembly scaffold protein	iscU	947002	b2529	387	128	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2660317	2661531	-					iscS	947004	b2530	1215		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2660317	2661531	-	YP_026169.1	WP_001295373.1		cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	iscS	947004	b2530	1215	404	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2661643	2662131	-					iscR	945279	b2531	489		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2661643	2662131	-	NP_417026.1	WP_001241357.1		isc operon transcriptional repressor; suf operon transcriptional activator; oxidative stress- and iron starvation-inducible; autorepressor	iscR	945279	b2531	489	162	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2662583	2663323	-					trmJ	948610	b2532	741		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2662583	2663323	-	NP_417027.1	WP_000940019.1		tRNA mC32,mU32 2'-O-methyltransferase, SAM-dependent	trmJ	948610	b2532	741	246	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2663442	2664245	+					suhB	947285	b2533	804		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2663442	2664245	+	NP_417028.1	WP_000553451.1		inositol monophosphatase	suhB	947285	b2533	804	267	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2664390	2665244	+					yfhR	945059	b2534	855		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2664390	2665244	+	NP_417029.4	WP_001297705.1		putative S9 family prolyl oligopeptidase	yfhR	945059	b2534	855	284	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2665435	2666715	+					csiE	947009	b2535	1281		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2665435	2666715	+	NP_417030.2	WP_000982994.1		stationary phase inducible protein	csiE	947009	b2535	1281	426	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2666707	2667846	-					hcaT	947007	b2536	1140		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2666707	2667846	-	NP_417031.1	WP_000244193.1		putative 3-phenylpropionic transporter	hcaT	947007	b2536	1140	379	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2668006	2668896	-					hcaR	947000	b2537	891		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2668006	2668896	-	NP_417032.1	WP_000423261.1		hca operon transcriptional regulator	hcaR	947000	b2537	891	296	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2668006	2668071	-					iroK	14678510	b4706	66		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2668006	2668071	-	YP_008592385.1	WP_010723130.1		3-hydroxypropionic acid resistance peptide	iroK	14678510	b4706	66	21	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2669032	2670393	+					hcaE	946998	b2538	1362		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2669032	2670393	+	NP_417033.1	WP_000211172.1		3-phenylpropionate dioxygenase, large (alpha) subunit	hcaE	946998	b2538	1362	453	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2670390	2670908	+					hcaF	946997	b2539	519		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2670390	2670908	+	NP_417034.1	WP_001276072.1		3-phenylpropionate dioxygenase, small (beta) subunit	hcaF	946997	b2539	519	172	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2670908	2671228	+					hcaC	947015	b2540	321		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2670908	2671228	+	NP_417035.1	WP_001080102.1		3-phenylpropionate dioxygenase, ferredoxin subunit	hcaC	947015	b2540	321	106	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2671225	2672037	+					hcaB	945346	b2541	813		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2671225	2672037	+	NP_417036.1	WP_001281379.1		2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	hcaB	945346	b2541	813	270	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2672047	2673249	+					hcaD	945427	b2542	1203		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2672047	2673249	+	NP_417037.1	WP_000660788.1		phenylpropionate dioxygenase, ferredoxin reductase subunit	hcaD	945427	b2542	1203	400	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2673346	2673768	+					yphA	947365	b2543	423		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2673346	2673768	+	NP_417038.4	WP_001094726.1		DoxX family inner membrane protein	yphA	947365	b2543	423	140	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2673816	2674688	-					yphB	947017	b2544	873		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2673816	2674688	-	NP_417039.1	WP_000158547.1		mutarotase superfamily protein, YphB family	yphB	947017	b2544	873	290	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2674700	2675761	-					yphC	947019	b2545	1062		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2674700	2675761	-	NP_417040.2	WP_001393448.1		putative Zn-dependent NAD(P)-binding oxidoreductase	yphC	947019	b2545	1062	353	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2675827	2676825	-					yphD	949063	b2546	999		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2675827	2676825	-	NP_417041.1	WP_001276670.1		putative sugar ABC transporter permease	yphD	949063	b2546	999	332	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2676850	2678361	-					yphE	948990	b2547	1512		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2676850	2678361	-	NP_417042.1	WP_000493470.1		putative sugar ABC transporter ATPase	yphE	948990	b2547	1512	503	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2678384	2679367	-					yphF	947020	b2548	984		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2678384	2679367	-	NP_417043.1	WP_001142427.1		putative sugar ABC transporter periplasmic binding protein	yphF	947020	b2548	984	327	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2679464	2682745	-					yphG	947021	b2549	3282		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2679464	2682745	-	NP_417044.4	WP_001333903.1		DUF4380 domain-containing TPR repeat protein	yphG	947021	b2549	3282	1093	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2682863	2684056	+					yphH	947023	b2550	1194		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2682863	2684056	+	NP_417045.4	WP_001200769.1		putative DNA-binding transcriptional regulator	yphH	947023	b2550	1194	397	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2684254	2685507	-					glyA	947022	b2551	1254		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2684254	2685507	-	NP_417046.1	WP_000919159.1		serine hydroxymethyltransferase	glyA	947022	b2551	1254	417	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2685835	2687025	+					hmp	947018	b2552	1191		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2685835	2687025	+	NP_417047.1	WP_000883122.1		fused nitric oxide dioxygenase/dihydropteridine reductase 2	hmp	947018	b2552	1191	396	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2687070	2687408	-					glnB	947016	b2553	339		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2687070	2687408	-	NP_417048.1	WP_000717694.1		regulatory protein P-II for glutamine synthetase	glnB	947016	b2553	339	112	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2687469	2688803	-					glrR	947042	b2554	1335		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2687469	2688803	-	NP_417049.1	WP_001295369.1		response regulator regulating glmY sRNA in two-component system with sensor protein GlrK	glrR	947042	b2554	1335	444	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2688793	2689506	-					yfhG	947010	b2555	714		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2688793	2689506	-	NP_417050.1	WP_001215861.1		putative outer membrane protein modulating the QseEF response	yfhG	947010	b2555	714	237	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2689671	2691098	-					glrK	947013	b2556	1428		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2689671	2691098	-	NP_417051.2	WP_001311037.1		sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR	glrK	947013	b2556	1428	475	
gene	ncRNA	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2691157	2691340	-					glmY	2847700	b4441	184		
ncRNA	other	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2691157	2691340	-				sRNA activator of glmS mRNA, glmZ processing antagonist	glmY	2847700	b4441	184		
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2691656	2695543	-					purL	947032	b2557	3888		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2691656	2695543	-	YP_026170.1	WP_000970102.1		phosphoribosylformyl-glycineamide synthetase	purL	947032	b2557	3888	1295	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2695801	2697357	+					mltF	947028	b2558	1557		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2695801	2697357	+	NP_417053.2	WP_000734212.1		membrane-bound lytic transglycosylase F, murein hydrolase	mltF	947028	b2558	1557	518	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2697354	2697857	-					tadA	947027	b2559	504		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2697354	2697857	-	NP_417054.2	WP_001297409.1		tRNA-specific adenosine deaminase	tadA	947027	b2559	504	167	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2697915	2698550	-					pgpC	947026	b2560	636		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2697915	2698550	-	NP_417055.4	WP_000190655.1		phosphatidylglycerophosphatase C, membrane bound	pgpC	947026	b2560	636	211	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2698759	2699607	+					yfhH	947030	b2561	849		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2698759	2699607	+	NP_417056.2	WP_001013779.1		putative DNA-binding transcriptional regulator	yfhH	947030	b2561	849	282	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2699663	2699923	+					yfhL	947031	b2562	261		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2699663	2699923	+	NP_417057.1	WP_001196283.1		putative 4Fe-4S cluster-containing protein	yfhL	947031	b2562	261	86	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700117	2700197	-					shoB	7751620	b4687	81		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700117	2700197	-	YP_002791251.1	WP_000128776.1		toxic membrane protein	shoB	7751620	b4687	81	26	
gene	antisense_RNA	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700520	2700596	+					ohsC	5061518	b4608	77		
ncRNA	antisense_RNA	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700520	2700596	+				sRNA antisense regulator of shoB toxin	ohsC	5061518	b4608	77		
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700618	2700998	-					acpS	947037	b2563	381		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700618	2700998	-	NP_417058.1	WP_000986023.1		holo-[acyl-carrier-protein] synthase 1	acpS	947037	b2563	381	126	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700998	2701729	-					pdxJ	947039	b2564	732		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2700998	2701729	-	NP_417059.1	WP_001297412.1		pyridoxine 5'-phosphate synthase	pdxJ	947039	b2564	732	243	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2701741	2702469	-					recO	947038	b2565	729		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2701741	2702469	-	NP_417060.1	WP_000399404.1		gap repair protein	recO	947038	b2565	729	242	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2702481	2703386	-					era	947036	b2566	906		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2702481	2703386	-	NP_417061.1	WP_000020749.1		membrane-associated, 16S rRNA-binding GTPase	era	947036	b2566	906	301	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2703383	2704063	-					rnc	947033	b2567	681		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2703383	2704063	-	NP_417062.1	WP_001068343.1		RNase III	rnc	947033	b2567	681	226	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2704335	2705309	-					lepB	947040	b2568	975		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2704335	2705309	-	NP_417063.1	WP_000002541.1		leader peptidase (signal peptidase I)	lepB	947040	b2568	975	324	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2705325	2707124	-					lepA	947051	b2569	1800		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2705325	2707124	-	NP_417064.1	WP_000790168.1		back-translocating elongation factor EF4, GTPase	lepA	947051	b2569	1800	599	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2707322	2707801	-					rseC	947052	b2570	480		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2707322	2707801	-	NP_417065.1	WP_000589068.1		SoxR iron-sulfur cluster reduction factor component	rseC	947052	b2570	480	159	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2707798	2708754	-					rseB	947054	b2571	957		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2707798	2708754	-	NP_417066.1	WP_000812053.1		anti-sigma E factor, binds RseA	rseB	947054	b2571	957	318	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2708754	2709404	-					rseA	947053	b2572	651		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2708754	2709404	-	NP_417067.1	WP_001168459.1		anti-sigma factor	rseA	947053	b2572	651	216	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2709437	2710012	-					rpoE	947050	b2573	576		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2709437	2710012	-	NP_417068.1	WP_001295364.1		RNA polymerase sigma E factor	rpoE	947050	b2573	576	191	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2710420	2712042	+					nadB	947049	b2574	1623		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2710420	2712042	+	NP_417069.1	WP_001094491.1		quinolinate synthase, L-aspartate oxidase (B protein) subunit	nadB	947049	b2574	1623	540	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2712027	2712764	-					trmN	947047	b2575	738		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2712027	2712764	-	NP_417070.2	WP_001295363.1		tRNA1(Val) (adenine(37)-N6)-methyltransferase	trmN	947047	b2575	738	245	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2712896	2714230	+					srmB	947055	b2576	1335		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2712896	2714230	+	NP_417071.1	WP_000219203.1		ATP-dependent RNA helicase	srmB	947055	b2576	1335	444	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2714439	2715320	-					yfiE	947064	b2577	882		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2714439	2715320	-	NP_417072.4	WP_001300638.1		putative DNA-binding transcriptional regulator	yfiE	947064	b2577	882	293	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2715423	2716010	+					eamB	947065	b2578	588		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2715423	2716010	+	NP_417073.1	WP_000189207.1		cysteine and O-acetylserine exporter	eamB	947065	b2578	588	195	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2716066	2716449	-					grcA	947068	b2579	384		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2716066	2716449	-	NP_417074.1	WP_000627807.1		autonomous glycyl radical cofactor	grcA	947068	b2579	384	127	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2716754	2717443	+					ung	947067	b2580	690		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2716754	2717443	+	NP_417075.1	WP_001262716.1		uracil-DNA-glycosylase	ung	947067	b2580	690	229	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2717491	2718528	-					yfiF	947066	b2581	1038		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2717491	2718528	-	NP_417076.1	WP_000997403.1		putative methyltransferase	yfiF	947066	b2581	1038	345	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2718735	2719154	+					trxC	947062	b2582	420		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	2718735	2719154	+	NP_417077.1	WP_001098726.1		thioredoxin 2	trxC	947062	b2582	420	139	
