# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2190333	2191112	-							P425_RS15345	780		old_locus_tag=P425_01996
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2190333	2191112	-	WP_003899087.1	WP_003899087.1		transcriptional regulator			P425_RS15345	780	259	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2191245	2191742	+							P425_RS15350	498		old_locus_tag=P425_01997
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2191245	2191742	+	WP_003409700.1	WP_003409700.1		thiol peroxidase			P425_RS15350	498	165	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2191739	2192830	-							P425_RS15355	1092		old_locus_tag=P425_01998
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2191739	2192830	-	WP_003900437.1	WP_003900437.1		acyl-CoA dehydrogenase			P425_RS15355	1092	363	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2192832	2194061	-							P425_RS15360	1230		old_locus_tag=P425_01999
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2192832	2194061	-	WP_003900438.1	WP_003900438.1		acyl-CoA dehydrogenase			P425_RS15360	1230	409	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2194076	2195032	-							P425_RS15365	957		old_locus_tag=P425_02000
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2194076	2195032	-	WP_003409707.1	WP_003409707.1		enoyl-CoA hydratase			P425_RS15365	957	318	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2195257	2196366	+							P425_RS15370	1110		old_locus_tag=P425_02001
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2195257	2196366	+	WP_003904740.1	WP_003904740.1		monooxygenase			P425_RS15370	1110	369	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2196369	2198888	+							P425_RS15375	2520		old_locus_tag=P425_02002
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2196369	2198888	+	WP_003409714.1	WP_003409714.1		oxygenase			P425_RS15375	2520	839	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2198900	2199970	+							P425_RS15380	1071		old_locus_tag=P425_02003
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2198900	2199970	+	WP_003899091.1	WP_003899091.1		epoxide hydrolase			P425_RS15380	1071	356	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2199967	2200482	+							P425_RS15385	516		old_locus_tag=P425_02004
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2199967	2200482	+	WP_003409718.1	WP_003409718.1		oxidoreductase			P425_RS15385	516	171	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2200479	2201540	+							P425_RS15390	1062		old_locus_tag=P425_02005
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2200479	2201540	+	WP_003899092.1	WP_003899092.1		riboflavin biosynthesis protein RibA			P425_RS15390	1062	353	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2201537	2202307	+							P425_RS15395	771		old_locus_tag=P425_02006
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2201537	2202307	+	WP_003409775.1	WP_003409775.1		short-chain type dehydrogenase/reductase			P425_RS15395	771	256	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2202517	2202846	-							P425_RS15400	330		old_locus_tag=P425_02007
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2202517	2202846	-	WP_003409778.1	WP_003409778.1		toxin MazF5			P425_RS15400	330	109	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2202843	2203079	-							P425_RS0104885	237		
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2202843	2203079	-	WP_023637423.1	WP_023637423.1		hypothetical protein			P425_RS0104885	237	78	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2203217	2203807	-							P425_RS15405	591		old_locus_tag=P425_02009
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2203217	2203807	-	WP_003409784.1	WP_003409784.1		hypothetical protein			P425_RS15405	591	196	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2203862	2205226	+							P425_RS15410	1365		old_locus_tag=P425_02010
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2203862	2205226	+	WP_003903691.1	WP_003903691.1		hypothetical protein			P425_RS15410	1365	454	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2205381	2205833	-							P425_RS15415	453		old_locus_tag=P425_02011
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2205381	2205833	-	WP_003899095.1	WP_003899095.1		lipoprotein			P425_RS15415	453	150	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2205897	2206298	+							P425_RS15420	402		old_locus_tag=P425_02012
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2205897	2206298	+	WP_003409869.1	WP_003409869.1		hypothetical protein			P425_RS15420	402	133	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2206291	2206473	-							P425_RS0104895	183		
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2206291	2206473	-	WP_003409870.1	WP_003409870.1		hypothetical protein			P425_RS0104895	183	60	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2206587	2206937	-							P425_RS15425	351		old_locus_tag=P425_02013
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2206587	2206937	-	WP_003899096.1	WP_003899096.1		hypothetical protein			P425_RS15425	351	116	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2206948	2207850	-							P425_RS15430	903		old_locus_tag=P425_02014
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2206948	2207850	-	WP_003899097.1	WP_003899097.1		hypothetical protein			P425_RS15430	903	300	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2207871	2208062	-							P425_RS15435	192		old_locus_tag=P425_02015
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2207871	2208062	-	WP_003409876.1	WP_003409876.1		hypothetical protein			P425_RS15435	192	63	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2208063	2208359	-							P425_RS15440	297		old_locus_tag=P425_02016
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2208063	2208359	-	WP_003409877.1	WP_003409877.1		hypothetical protein			P425_RS15440	297	98	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2208587	2208814	+							P425_RS15445	228		old_locus_tag=P425_02017
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2208587	2208814	+	WP_003904744.1	WP_003904744.1		antitoxin			P425_RS15445	228	75	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2208811	2209122	+							P425_RS15450	312		old_locus_tag=P425_02018
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2208811	2209122	+	WP_003409881.1	WP_003409881.1		ribonuclease VapC14			P425_RS15450	312	103	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2209231	2209452	+							P425_RS0104900	222		
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2209231	2209452	+	WP_003911744.1	WP_003911744.1		hypothetical protein			P425_RS0104900	222	73	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2209616	2209969	+							P425_RS15455	354		old_locus_tag=P425_02021
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2209616	2209969	+	WP_003905702.1	WP_003905702.1		toxin			P425_RS15455	354	117	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2210011	2210460	+							P425_RS15460	450		old_locus_tag=P425_02022
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2210011	2210460	+	WP_003409886.1	WP_003409886.1		antitoxin HigA			P425_RS15460	450	149	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2210457	2211002	+							P425_RS15465	546		old_locus_tag=P425_02023
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2210457	2211002	+	WP_003409891.1	WP_003409891.1		SecB-like chaperone Rv1957			P425_RS15465	546	181	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2210891	2211505	-							P425_RS15470	615		old_locus_tag=P425_02024
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2210891	2211505	-	WP_003901296.1	WP_003901296.1		hypothetical protein			P425_RS15470	615	204	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2211554	2211850	-							P425_RS15475	297		old_locus_tag=P425_02025
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2211554	2211850	-	WP_003409896.1	WP_003409896.1		toxin ParE1			P425_RS15475	297	98	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2211847	2212098	-							P425_RS15480	252		old_locus_tag=P425_02026
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2211847	2212098	-	WP_003409899.1	WP_003409899.1		antitoxin			P425_RS15480	252	83	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2212085	2212579	+							P425_RS15485	495		old_locus_tag=P425_02027
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2212085	2212579	+	WP_003899099.1	WP_003899099.1		hypothetical protein			P425_RS15485	495	164	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2212739	2213146	-							P425_RS15490	408		old_locus_tag=P425_02028
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2212739	2213146	-	WP_003409913.1	WP_003409913.1		ribonuclease VapC35			P425_RS15490	408	135	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2213150	2213422	-							P425_RS15495	273		old_locus_tag=P425_02029
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2213150	2213422	-	WP_003899100.1	WP_003899100.1		antitoxin VapB35			P425_RS15495	273	90	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2213455	2214675	-							P425_RS15500	1221		old_locus_tag=P425_02030
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2213455	2214675	-	WP_003409919.1	WP_003409919.1		transcriptional regulator			P425_RS15500	1221	406	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2214823	2215080	+							P425_RS0104915	258		
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2214823	2215080	+	WP_012054185.1	WP_012054185.1		hypothetical protein			P425_RS0104915	258	85	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2215574	2216371	+							P425_RS15505	798		old_locus_tag=P425_02031
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2215574	2216371	+	WP_003899101.1	WP_003899101.1		integral membrane protein			P425_RS15505	798	265	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2216381	2217196	+							P425_RS15510	816		old_locus_tag=P425_02032
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2216381	2217196	+	WP_003899102.1	WP_003899102.1		integral membrane protein			P425_RS15510	816	271	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2217201	2218478	+							P425_RS15515	1278		old_locus_tag=P425_02033
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2217201	2218478	+	WP_003900443.1	WP_003900443.1		Mce family protein Mce3A			P425_RS15515	1278	425	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2218475	2219503	+							P425_RS15520	1029		old_locus_tag=P425_02034
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2218475	2219503	+	WP_003899104.1	WP_003899104.1		Mce family protein Mce3B			P425_RS15520	1029	342	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2219500	2220732	+							P425_RS15525	1233		old_locus_tag=P425_02035
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2219500	2220732	+	WP_003904746.1	WP_003904746.1		Mce family protein Mce3C			P425_RS15525	1233	410	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2220729	2222000	+							P425_RS15530	1272		old_locus_tag=P425_02036
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2220729	2222000	+	WP_003899106.1	WP_003899106.1		Mce family protein Mce3D			P425_RS15530	1272	423	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2221997	2223130	+							P425_RS15535	1134		old_locus_tag=P425_02037
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2221997	2223130	+	WP_003899107.1	WP_003899107.1		hypothetical protein			P425_RS15535	1134	377	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2223131	2224444	+							P425_RS15540	1314		old_locus_tag=P425_02038
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2223131	2224444	+	WP_003911732.1	WP_003911732.1		Mce family protein Mce3F			P425_RS15540	1314	437	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2224466	2225041	+							P425_RS15545	576		old_locus_tag=P425_02039
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2224466	2225041	+	WP_003899109.1	WP_003899109.1		Mce associated membrane protein			P425_RS15545	576	191	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2225038	2225520	+							P425_RS15550	483		old_locus_tag=P425_02040
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2225038	2225520	+	WP_003899110.1	WP_003899110.1		Mce associated membrane protein			P425_RS15550	483	160	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2225533	2225910	+							P425_RS15555	378		old_locus_tag=P425_02041
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2225533	2225910	+	WP_003899111.1	WP_003899111.1		membrane protein			P425_RS15555	378	125	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2225926	2226591	+							P425_RS15560	666		old_locus_tag=P425_02042
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2225926	2226591	+	WP_003899112.1	WP_003899112.1		hypothetical protein			P425_RS15560	666	221	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2226718	2227125	-							P425_RS15565	408		old_locus_tag=P425_02043
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2226718	2227125	-	WP_003899113.1	WP_003899113.1		hypothetical protein			P425_RS15565	408	135	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2227628	2228674	+							P425_RS15570	1047		old_locus_tag=P425_02044
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2227628	2228674	+	WP_003899114.1	WP_003899114.1		hypothetical protein			P425_RS15570	1047	348	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2228782	2229630	+							P425_RS15575	849		old_locus_tag=P425_02045
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2228782	2229630	+	WP_003409942.1	WP_003409942.1		hypothetical protein			P425_RS15575	849	282	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2229593	2231038	-							P425_RS15580	1446		old_locus_tag=P425_02046
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2229593	2231038	-	WP_003899115.1	WP_003899115.1		permease			P425_RS15580	1446	481	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2231217	2231903	-							P425_RS15585	687		old_locus_tag=P425_02047
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2231217	2231903	-	WP_003409954.1	WP_003409954.1		hypothetical protein			P425_RS15585	687	228	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2232094	2233062	-							P425_RS15590	969		old_locus_tag=P425_02048
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2232094	2233062	-	WP_003899116.1	WP_003899116.1		ribonucleoside-diphosphate reductase subunit beta nrdF1			P425_RS15590	969	322	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2233287	2233706	-							P425_RS15595	420		old_locus_tag=P425_02049
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2233287	2233706	-	WP_003409958.1	WP_003409958.1		ribonuclease			P425_RS15595	420	139	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2233715	2233975	-							P425_RS15600	261		old_locus_tag=P425_02050
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2233715	2233975	-	WP_003409968.1	WP_003409968.1		antitoxin VapB36			P425_RS15600	261	86	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2234118	2235794	+							P425_RS15605	1677		old_locus_tag=P425_02051
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2234118	2235794	+	WP_003899118.1	WP_003899118.1		hypothetical protein			P425_RS15605	1677	558	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2235782	2236435	-							P425_RS15610	654		old_locus_tag=P425_02052
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2235782	2236435	-	WP_003409976.1	WP_003409976.1		cutinase			P425_RS15610	654	217	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2236550	2236780	+							P425_RS15615	231		old_locus_tag=P425_02053
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2236550	2236780	+	WP_003409980.1	WP_003409980.1		hypothetical protein			P425_RS15615	231	76	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2236865	2237776	-							P425_RS15620	912		old_locus_tag=P425_02054
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2236865	2237776	-	WP_003409986.1	WP_003409986.1		LysR family transcriptional regulator			P425_RS15620	912	303	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2237885	2238484	+							P425_RS15625	600		old_locus_tag=P425_02055
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2237885	2238484	+	WP_003409989.1	WP_003409989.1		amino acid transporter			P425_RS15625	600	199	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2238900	2239328	+							P425_RS15630	429		old_locus_tag=P425_02056
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2238900	2239328	+	WP_003409992.1	WP_003409992.1		chitinase			P425_RS15630	429	142	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2239554	2240093	+							P425_RS15635	540		old_locus_tag=P425_02057
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2239554	2240093	+	WP_003900446.1	WP_003900446.1		methyltransferase			P425_RS15635	540	179	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2240613	2241173	-							P425_RS15640	561		old_locus_tag=P425_02058
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2240613	2241173	-	WP_003410001.1	WP_003410001.1		hypothetical protein			P425_RS15640	561	186	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2241170	2241511	-							P425_RS15645	342		old_locus_tag=P425_02059
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2241170	2241511	-	WP_003410003.1	WP_003410003.1		transcriptional regulator			P425_RS15645	342	113	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2241597	2241854	+							P425_RS15650	258		
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2241597	2241854	+	WP_003410006.1	WP_003410006.1		hypothetical protein			P425_RS15650	258	85	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2241755	2242090	-							P425_RS15655	336		old_locus_tag=P425_02060
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2241755	2242090	-	WP_003410009.1	WP_003410009.1		dehydrogenase			P425_RS15655	336	111	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2242179	2242523	-							P425_RS15660	345		old_locus_tag=P425_02061
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2242179	2242523	-	WP_003410010.1	WP_003410010.1		hypothetical protein			P425_RS15660	345	114	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2242517	2242765	-							P425_RS15665	249		old_locus_tag=P425_02062
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2242517	2242765	-	WP_003410014.1	WP_003410014.1		antitoxin MazE			P425_RS15665	249	82	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2242865	2245180	-							P425_RS15670	2316		old_locus_tag=P425_02063
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2242865	2245180	-	WP_003899120.1	WP_003899120.1		cadmium-transporting ATPase			P425_RS15670	2316	771	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2245177	2245449	-							P425_RS15675	273		old_locus_tag=P425_02064
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2245177	2245449	-	WP_003410017.1	WP_003410017.1		hypothetical protein			P425_RS15675	273	90	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2245502	2245858	-							P425_RS15680	357		old_locus_tag=P425_02065
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2245502	2245858	-	WP_003410018.1	WP_003410018.1		transcriptional regulator			P425_RS15680	357	118	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2246054	2246782	+							P425_RS15685	729		old_locus_tag=P425_02066
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2246054	2246782	+	WP_003915234.1	WP_003915234.1		hypothetical protein			P425_RS15685	729	242	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2246878	2247831	+							P425_RS15690	954		old_locus_tag=P425_02067
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2246878	2247831	+	WP_003899121.1	WP_003899121.1		universal stress protein			P425_RS15690	954	317	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2248033	2250750	+							P425_RS15695	2718		old_locus_tag=P425_02068
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2248033	2250750	+	WP_003410027.1	WP_003410027.1		cation-transporting ATPase F			P425_RS15695	2718	905	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2250819	2251595	-							P425_RS15700	777		old_locus_tag=P425_02069
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2250819	2251595	-	WP_003899122.1	WP_003899122.1		hypothetical protein			P425_RS15700	777	258	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2251690	2253012	-							P425_RS15705	1323		old_locus_tag=P425_02070
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2251690	2253012	-	WP_003410039.1	WP_003410039.1		transporter			P425_RS15705	1323	440	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2253254	2254696	+							P425_RS15710	1443		old_locus_tag=P425_02071
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2253254	2254696	+	WP_003911749.1	WP_003911749.1		hypothetical protein			P425_RS15710	1443	480	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2254706	2255458	+							P425_RS15715	753		old_locus_tag=P425_02072
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2254706	2255458	+	WP_003900448.1	WP_003900448.1		hypothetical protein			P425_RS15715	753	250	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2255534	2256316	+							P425_RS15720	783		old_locus_tag=P425_02073
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	2255534	2256316	+	WP_003410047.1	WP_003410047.1		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase			P425_RS15720	783	260	
