# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	75730	78348	-	WP_024773595.1	WP_024773595.1		valine--tRNA ligase			Z166_RS0103410	2619	872	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	78485	78892	+							Z166_RS0103415	408		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	78485	78892	+	WP_001105840.1	WP_001105840.1		flagellar assembly protein FliW			Z166_RS0103415	408	135	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	78904	79968	+							Z166_RS0103420	1065		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	78904	79968	+	WP_024773596.1	WP_024773596.1		UDP-diphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase			Z166_RS0103420	1065	354	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	80071	82176	+							Z166_RS0103425	2106		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	80071	82176	+	WP_024773597.1	WP_024773597.1		membrane protein			Z166_RS0103425	2106	701	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	82199	85892	+							Z166_RS08660	3694		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	82199	85892	+							Z166_RS08660	3694		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	85906	86700	+							Z166_RS0103435	795		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	85906	86700	+	WP_024773598.1	WP_024773598.1		pyrroline-5-carboxylate reductase			Z166_RS0103435	795	264	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	86706	87239	+							Z166_RS0103440	534		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	86706	87239	+	WP_000549906.1	WP_000549906.1		adenosine monophosphate-protein transferase			Z166_RS0103440	534	177	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	87296	87718	-							Z166_RS0103445	423		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	87296	87718	-	WP_024773599.1	WP_024773599.1		16S rRNA maturation RNase YbeY			Z166_RS0103445	423	140	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	87772	88266	-							Z166_RS0103450	495		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	87772	88266	-	WP_000516046.1	WP_000516046.1		flavodoxin			Z166_RS0103450	495	164	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	88357	88938	-							Z166_RS0103455	582		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	88357	88938	-	WP_024773600.1	WP_024773600.1		membrane protein			Z166_RS0103455	582	193	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	89074	89265	+							Z166_RS0103460	192		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	89074	89265	+	WP_001090940.1	WP_001090940.1		cytochrome oxidase maturation protein Cbb3			Z166_RS0103460	192	63	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	89287	90255	+							Z166_RS0103465	969		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	89287	90255	+	WP_024773601.1	WP_024773601.1		pyridine nucleotide-disulfide oxidoreductase			Z166_RS0103465	969	322	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	90434	91594	-							Z166_RS0103475	1161		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	90434	91594	-	WP_024773602.1	WP_024773602.1		MFS transporter			Z166_RS0103475	1161	386	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	91658	93295	+					pgi		Z166_RS0103480	1638		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	91658	93295	+	WP_015429306.1	WP_015429306.1		glucose-6-phosphate isomerase	pgi		Z166_RS0103480	1638	545	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	93603	95018	+							Z166_RS08665	1416		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	93603	95018	+							Z166_RS08665	1416		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	95325	97388	-							Z166_RS0103500	2064		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	95325	97388	-	WP_024773603.1	WP_024773603.1		carbon starvation protein CstA			Z166_RS0103500	2064	687	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	97599	98252	+							Z166_RS0103505	654		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	97599	98252	+	WP_024773604.1	WP_024773604.1		amino acid ABC transporter			Z166_RS0103505	654	217	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	98255	98926	+							Z166_RS0103510	672		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	98255	98926	+	WP_024773605.1	WP_024773605.1		amino acid ABC transporter permease			Z166_RS0103510	672	223	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	98928	99674	+							Z166_RS0103515	747		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	98928	99674	+	WP_024773606.1	WP_024773606.1		glutamine ABC transporter ATP-binding protein			Z166_RS0103515	747	248	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	99723	100556	+							Z166_RS0103520	834		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	99723	100556	+	WP_017281904.1	WP_017281904.1		glutamine ABC transporter substrate-binding protein			Z166_RS0103520	834	277	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	100677	101228	+							Z166_RS0103525	552		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	100677	101228	+	WP_000017917.1	WP_000017917.1		hypothetical protein			Z166_RS0103525	552	183	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	101376	101462	+							Z166_RS08670	87		partial;pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	101376	101462	+							Z166_RS08670	87		partial;pseudo
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	101469	101631	-							Z166_RS0103530	163		partial;pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000011.1	101469	101631	-							Z166_RS0103530	163		partial;pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	168	1391	-							Z166_RS0103540	1224		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	168	1391	-	WP_024773608.1	WP_024773608.1		MFS transporter			Z166_RS0103540	1224	407	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	1521	2828	-							Z166_RS0103545	1308		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	1521	2828	-	WP_024773609.1	WP_024773609.1		guanine permease			Z166_RS0103545	1308	435	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	3249	5168	-							Z166_RS0103555	1920		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	3249	5168	-	WP_024773610.1	WP_024773610.1		membrane protein			Z166_RS0103555	1920	639	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	5298	5528	-							Z166_RS0103560	231		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	5298	5528	-	WP_024773611.1	WP_024773611.1		hypothetical protein			Z166_RS0103560	231	76	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	5618	6319	-					deoD		Z166_RS0103565	702		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	5618	6319	-	WP_000187683.1	WP_000187683.1		purine nucleoside phosphorylase	deoD		Z166_RS0103565	702	233	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	6316	7557	-							Z166_RS0103570	1242		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	6316	7557	-	WP_024773612.1	WP_024773612.1		phosphopentomutase			Z166_RS0103570	1242	413	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	7569	8825	-							Z166_RS0103575	1257		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	7569	8825	-	WP_024773613.1	WP_024773613.1		nucleoside transporter NupC			Z166_RS0103575	1257	418	
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	8930	9007	-							Z166_RS0103580	78		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	8930	9007	-				tRNA-Met			Z166_RS0103580	78		anticodon=CAT
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	9152	10483	+							Z166_RS0103585	1332		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	9152	10483	+	WP_024773614.1	WP_024773614.1		MFS transporter			Z166_RS0103585	1332	443	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	10502	11263	+							Z166_RS0103590	762		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	10502	11263	+	WP_000312892.1	WP_000312892.1		hypothetical protein			Z166_RS0103590	762	253	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	11273	12424	-							Z166_RS0103595	1152		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	11273	12424	-	WP_024773615.1	WP_024773615.1		sodium:proton antiporter			Z166_RS0103595	1152	383	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	12450	13829	-							Z166_RS0103600	1380		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	12450	13829	-	WP_024773616.1	WP_024773616.1		membrane protein			Z166_RS0103600	1380	459	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	13990	15165	-							Z166_RS0103605	1176		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	13990	15165	-	WP_024773617.1	WP_024773617.1		MFS transporter			Z166_RS0103605	1176	391	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	15441	16184	+							Z166_RS0103610	744		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	15441	16184	+	WP_001869641.1	WP_001869641.1		carbonic anhydrase			Z166_RS0103610	744	247	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	16332	17362	-							Z166_RS08675	1031		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	16332	17362	-							Z166_RS08675	1031		pseudo
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	17276	17880	-							Z166_RS08680	605		partial;pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	17276	17880	-							Z166_RS08680	605		partial;pseudo
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	18410	19223	-							Z166_RS08685	814		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	18410	19223	-							Z166_RS08685	814		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	19678	20718	-							Z166_RS0103635	1041		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	19678	20718	-	WP_024773618.1	WP_024773618.1		aspartate-semialdehyde dehydrogenase			Z166_RS0103635	1041	346	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	20705	22033	-							Z166_RS0103640	1329		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	20705	22033	-	WP_024773619.1	WP_024773619.1		histidyl-tRNA synthetase			Z166_RS0103640	1329	442	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	22095	23144	+							Z166_RS0103645	1050		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	22095	23144	+	WP_024773620.1	WP_024773620.1		ADP-heptose--LPS heptosyltransferase			Z166_RS0103645	1050	349	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	23333	23526	-							Z166_RS08690	194		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	23333	23526	-							Z166_RS08690	194		pseudo
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	23467	23660	-							Z166_RS08695	194		partial;pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	23467	23660	-							Z166_RS08695	194		partial;pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	24051	26129	-					fusA		Z166_RS0103655	2079		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	24051	26129	-	WP_000101843.1	WP_000101843.1		elongation factor P	fusA		Z166_RS0103655	2079	692	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	26141	26608	-							Z166_RS0103660	468		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	26141	26608	-	WP_001254365.1	WP_001254365.1		30S ribosomal protein S7			Z166_RS0103660	468	155	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	26624	27031	-							Z166_RS0103665	408		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	26624	27031	-	WP_001142321.1	WP_001142321.1		30S ribosomal protein S12			Z166_RS0103665	408	135	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	27119	35791	-							Z166_RS0103670	8673		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	27119	35791	-	WP_024773621.1	WP_024773621.1		bifunctional DNA-directed RNA polymerase subunit beta/beta'			Z166_RS0103670	8673	2890	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	36016	36393	-							Z166_RS0103675	378		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	36016	36393	-	WP_001018228.1	WP_001018228.1		50S ribosomal protein L7/L12			Z166_RS0103675	378	125	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	36438	36932	-							Z166_RS0103680	495		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	36438	36932	-	WP_001171713.1	WP_001171713.1		50S ribosomal protein L10			Z166_RS0103680	495	164	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	37041	37745	-							Z166_RS0103685	705		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	37041	37745	-	WP_001085838.1	WP_001085838.1		50S ribosomal protein L1			Z166_RS0103685	705	234	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	37790	38215	-							Z166_RS0103690	426		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	37790	38215	-	WP_001085997.1	WP_001085997.1		50S ribosomal protein L11			Z166_RS0103690	426	141	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	38233	38760	-							Z166_RS0103695	528		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	38233	38760	-	WP_001846772.1	WP_001846772.1		transcription termination/antitermination factor NusG			Z166_RS0103695	528	175	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	38790	38969	-							Z166_RS0103700	180		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	38790	38969	-	WP_000362126.1	WP_000362126.1		preprotein translocase subunit SecE			Z166_RS0103700	180	59	
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	39111	39186	-							Z166_RS0103705	76		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	39111	39186	-				tRNA-Trp			Z166_RS0103705	76		anticodon=CCA
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	39226	39384	-							Z166_RS0103710	159		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	39226	39384	-	WP_000865159.1	WP_000865159.1		50S ribosomal protein L33			Z166_RS0103710	159	52	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	39418	40617	-					tuf		Z166_RS0103715	1200		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	39418	40617	-	WP_024773622.1	WP_024773622.1		elongation factor Tu	tuf		Z166_RS0103715	1200	399	
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	40745	40819	-							Z166_RS0103720	75		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	40745	40819	-				tRNA-Thr			Z166_RS0103720	75		anticodon=GGT
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	40850	40926	-							Z166_RS0103725	77		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	40850	40926	-				tRNA-Gly			Z166_RS0103725	77		anticodon=TCC
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	40942	41026	-							Z166_RS0103730	85		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	40942	41026	-				tRNA-Tyr			Z166_RS0103730	85		anticodon=GTA
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	41054	41129	-							Z166_RS0103735	76		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	41054	41129	-				tRNA-Thr			Z166_RS0103735	76		anticodon=TGT
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	41329	43065	+							Z166_RS0103740	1737		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	41329	43065	+	WP_024773623.1	WP_024773623.1		multidrug transporter			Z166_RS0103740	1737	578	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	43074	43742	-							Z166_RS0103745	669		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	43074	43742	-	WP_015642421.1	WP_015642421.1		hypothetical protein			Z166_RS0103745	669	222	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	43845	44834	-							Z166_RS0103750	990		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	43845	44834	-	WP_024773624.1	WP_024773624.1		restriction endonuclease subunit M			Z166_RS0103750	990	329	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	44843	45348	-							Z166_RS08700	506		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	44843	45348	-							Z166_RS08700	506		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	45525	46040	-							Z166_RS0103760	516		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	45525	46040	-	WP_000886316.1	WP_000886316.1		serine acetyltransferase			Z166_RS0103760	516	171	
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	46411	46497	-							Z166_RS0103770	87		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	46411	46497	-				tRNA-Leu			Z166_RS0103770	87		anticodon=CAA
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	46551	46637	-							Z166_RS0103775	87		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	46551	46637	-				tRNA-Leu			Z166_RS0103775	87		anticodon=GAG
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	46706	47023	-							Z166_RS0103780	318		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	46706	47023	-	WP_000669959.1	WP_000669959.1		F0F1 ATP synthase subunit C			Z166_RS0103780	318	105	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	47400	48412	+							Z166_RS08705	1013		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	47400	48412	+							Z166_RS08705	1013		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	48490	50556	-							Z166_RS0103800	2067		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	48490	50556	-	WP_024773628.1	WP_024773628.1		polynucleotide phosphorylase			Z166_RS0103800	2067	688	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	50559	51263	-							Z166_RS0103805	705		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	50559	51263	-	WP_024773629.1	WP_024773629.1		phosphoribosyltransferase			Z166_RS0103805	705	234	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	51278	53539	-							Z166_RS0103810	2262		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	51278	53539	-	WP_024773630.1	WP_024773630.1		role in outermembrane permeability			Z166_RS0103810	2262	753	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	53542	54021	-							Z166_RS0103815	480		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	53542	54021	-	WP_024773631.1	WP_024773631.1		RDD family protein			Z166_RS0103815	480	159	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	54063	55337	-							Z166_RS0103820	1275		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	54063	55337	-	WP_017283311.1	WP_017283311.1		phosphoribosylamine--glycine ligase			Z166_RS0103820	1275	424	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	55456	55644	+							Z166_RS08710	189		partial;pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	55456	55644	+							Z166_RS08710	189		partial;pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	55649	56335	-							Z166_RS0103825	687		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	55649	56335	-	WP_000959606.1	WP_000959606.1		ABC transporter ATP-binding protein			Z166_RS0103825	687	228	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	56329	57000	-							Z166_RS0103830	672		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	56329	57000	-	WP_033723479.1	WP_033723479.1		UDP pyrophosphate synthase			Z166_RS0103830	672	223	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	57073	59913	-							Z166_RS0103835	2841		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	57073	59913	-	WP_024773633.1	WP_024773633.1		lactate dehydrogenase			Z166_RS0103835	2841	946	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	59985	60317	+							Z166_RS0103840	333		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	59985	60317	+	WP_024422286.1	WP_024422286.1		rhodanese			Z166_RS0103840	333	110	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	60320	61000	+							Z166_RS0103845	681		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	60320	61000	+	WP_024773634.1	WP_024773634.1		uroporphyrinogen III methyltransferase			Z166_RS0103845	681	226	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	61047	61439	+							Z166_RS0103850	393		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	61047	61439	+	WP_001011985.1	WP_001011985.1		camphor resistance protein CrcB			Z166_RS0103850	393	130	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	61482	62519	-							Z166_RS0103855	1038		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000012.1	61482	62519	-	WP_024773635.1	WP_024773635.1		coproporphyrinogen III oxidase			Z166_RS0103855	1038	345	
